"No.","Time","Source","Destination","Protocol","Length","Info"
"87","0.036477","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=25455/28515, ttl=64 (no response found!)"
"88","0.036895","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=25711/28516, ttl=64 (no response found!)"
"89","0.037311","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=25967/28517, ttl=64 (no response found!)"
"90","0.037729","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=26223/28518, ttl=64 (no response found!)"
"91","0.038145","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=26479/28519, ttl=64 (no response found!)"
"92","0.038560","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=26735/28520, ttl=64 (no response found!)"
"93","0.038975","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=26991/28521, ttl=64 (no response found!)"
"94","0.039389","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=27247/28522, ttl=64 (no response found!)"
"95","0.039804","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=27503/28523, ttl=64 (no response found!)"
"96","0.040217","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=27759/28524, ttl=64 (no response found!)"
"97","0.040661","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=28015/28525, ttl=64 (no response found!)"
"98","0.041075","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=28271/28526, ttl=64 (no response found!)"
"99","0.041489","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=28527/28527, ttl=64 (no response found!)"
"100","0.041907","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=28783/28528, ttl=64 (no response found!)"
"101","0.042322","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=29039/28529, ttl=64 (no response found!)"
"102","0.042736","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=29295/28530, ttl=64 (no response found!)"
"103","0.043152","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=29551/28531, ttl=64 (no response found!)"
"104","0.043568","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=29807/28532, ttl=64 (no response found!)"
"105","0.043984","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=30063/28533, ttl=64 (no response found!)"
"106","0.044399","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=30319/28534, ttl=64 (no response found!)"
"107","0.044821","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=30575/28535, ttl=64 (no response found!)"
"108","0.045239","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=30831/28536, ttl=64 (no response found!)"
"109","0.045654","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=31087/28537, ttl=64 (no response found!)"
"110","0.046072","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=31343/28538, ttl=64 (no response found!)"
"111","0.046488","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=31599/28539, ttl=64 (no response found!)"
"112","0.046903","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=31855/28540, ttl=64 (no response found!)"
"113","0.047318","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=32111/28541, ttl=64 (no response found!)"
"114","0.047730","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=32367/28542, ttl=64 (no response found!)"
"115","0.048150","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=32623/28543, ttl=64 (no response found!)"
"116","0.048569","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=32879/28544, ttl=64 (no response found!)"
"117","0.048984","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=33135/28545, ttl=64 (no response found!)"
"118","0.049401","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=33391/28546, ttl=64 (no response found!)"
"119","0.049815","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=33647/28547, ttl=64 (no response found!)"
"120","0.050231","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=33903/28548, ttl=64 (no response found!)"
"121","0.050646","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=34159/28549, ttl=64 (no response found!)"
"122","0.051061","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=34415/28550, ttl=64 (no response found!)"
"123","0.051477","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=34671/28551, ttl=64 (no response found!)"
"124","0.051892","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=34927/28552, ttl=64 (no response found!)"
"125","0.052322","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=35183/28553, ttl=64 (no response found!)"
"126","0.052741","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=35439/28554, ttl=64 (no response found!)"
"127","0.053166","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=35695/28555, ttl=64 (no response found!)"
"128","0.053583","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=35951/28556, ttl=64 (no response found!)"
"129","0.053998","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=36207/28557, ttl=64 (no response found!)"
"130","0.054416","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=36463/28558, ttl=64 (no response found!)"
"131","0.054833","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=36719/28559, ttl=64 (no response found!)"
"132","0.055249","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=36975/28560, ttl=64 (no response found!)"
"133","0.055664","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=37231/28561, ttl=64 (no response found!)"
"134","0.056078","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=37487/28562, ttl=64 (no response found!)"
"135","0.056494","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=37743/28563, ttl=64 (no response found!)"
"136","0.056908","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=37999/28564, ttl=64 (no response found!)"
"137","0.057321","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=38255/28565, ttl=64 (no response found!)"
"138","0.057737","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=38511/28566, ttl=64 (no response found!)"
"139","0.058152","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=38767/28567, ttl=64 (no response found!)"
"140","0.058569","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=39023/28568, ttl=64 (no response found!)"
"141","0.059015","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=39279/28569, ttl=64 (no response found!)"
"142","0.059433","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=39535/28570, ttl=64 (no response found!)"
"143","0.059849","10.0.0.2","10.128.0.2","ICMP","42","Echo (ping) request  id=0x5c12, seq=39791/28571, ttl=64 (no response found!)"
